id,query
262,"extract v:Str from ""input.txt"" if (/root: {v= /root/csubj/advcl/dobj+^+/root/csubj/advcl/dobj/cc+^+/root/punct })"
263,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/advcl/auxpass+^+/root/punct })"
264,"extract v:Str from ""input.txt"" if (/root: {v= /root/advmod+^+/root/nsubj/cc+^+/root/dobj/amod })"
265,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/amod+^+/root/cc+^+/root/conj/conj/acomp })"
266,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/relcl/prep/pobj/det+^+/root/dobj/relcl/prep+^+/root/dobj/relcl/prep/pobj/poss })"
267,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj+^+/root/prep+^+/root/prep/pobj })"
268,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp+^+/root/advcl/dobj+^+/root/advcl/prep/pobj })"
269,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/prep/pobj/prep/pobj+^+/root/xcomp })"
270,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/relcl+^+/root/prep/pobj/relcl/nsubj+^+/root/prep/pobj/relcl/acomp/xcomp })"
271,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/dobj/det+^+/root/conj/dobj/conj })"
272,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pobj/amod+^+/root/prep/pobj })"
273,"extract v:Str from ""input.txt"" if (/root: {v= /root+^+/root/dobj/compound+^+/root/dobj/prep })"
274,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/appos+^+/root/dobj+^+/root/prep })"
275,"extract v:Str from ""input.txt"" if (/root: {v= /root/advmod+^+/root/advcl/xcomp+^+/root/advcl/xcomp/prep/pobj/det })"
276,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj/relcl/nsubj/poss+^+/root/dobj/prep/pobj/relcl/advmod+^+/root/punct })"
277,"extract v:Str from ""input.txt"" if (/root: {v= /root/acomp/xcomp/dobj+^+/root/acomp/xcomp/prep/pcomp/prep/pobj/det+^+/root/conj/xcomp/conj })"
278,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/cc+^+/root/conj/conj/xcomp/npadvmod/det+^+/root/conj/punct })"
279,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/poss+^+/root/ccomp+^+/root/ccomp/attr/det })"
280,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/relcl/acomp+^+/root/conj+^+/root/conj/dobj/compound })"
281,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/amod+^+/root/prep/pobj+^+/root/conj/nsubj })"
282,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root+^+/root/cc })"
283,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj+^+/root/conj/xcomp/dobj+^+/root/conj/xcomp/prep/pobj })"
284,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/dobj/pobj/appos/compound+^+/root/advcl/dobj/pobj/nummod/prep+^+/root/advcl/dobj/pobj/nummod/prep })"
285,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root/advcl+^+/root/punct })"
286,"extract v:Str from ""input.txt"" if (/root: {v= /root/oprd/xcomp/dobj/amod+^+/root/oprd/xcomp/dobj/amod+^+/root/oprd/xcomp/npadvmod })"
287,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/prep/pobj/relcl+^+/root/conj/ccomp/nsubj+^+/root/conj/ccomp/conj/nsubj })"
288,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/cc+^+/root/nsubj/conj+^+/root/dobj/det })"
289,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/prep+^+/root/npadvmod/relcl/nsubjpass+^+/root/npadvmod/relcl/advmod })"
290,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj+^+/root/conj/dobj/det+^+/root/conj/dobj/relcl/dobj })"
291,"extract v:Str from ""input.txt"" if (/root: {v= /root/conj/acomp/xcomp/prep+^+/root/conj/acomp/xcomp/prep/pobj/prep+^+/root/conj/acomp/xcomp/prep/pobj/prep/pobj/amod })"
292,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root+^+/root/conj })"
293,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/compound+^+/root/prep/pobj+^+/root/prep/pobj/compound })"
294,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj/amod+^+/root/xcomp/advcl/conj/dobj/nummod+^+/root/punct })"
295,"extract v:Str from ""input.txt"" if (/root: {v= /root/nsubj+^+/root+^+/root/prep/pobj })"
296,"extract v:Str from ""input.txt"" if (/root: {v= /root/dobj/amod+^+/root/dobj/prep+^+/root/dobj/prep/pobj/conj })"
297,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep/pobj/amod+^+/root/prep/pobj/poss+^+/root/punct })"
298,"extract v:Str from ""input.txt"" if (/root: {v= /root/attr/det+^+/root/attr/relcl/prep/pobj+^+/root/attr/relcl })"
299,"extract v:Str from ""input.txt"" if (/root: {v= /root/prep+^+/root/prep/pcomp/prep+^+/root/prep/pcomp/prep/pobj })"
300,"extract v:Str from ""input.txt"" if (/root: {v= /root/advcl/dobj+^+/root/conj/ccomp/prep/pobj+^+/root/conj/ccomp/advcl/nsubj })"
