id,query
224,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/advcl[@pos=""verb""]/dobj[@pos=""verb""]})"
225,"extract x:str from ""input.txt"" if (/root: { x =/root/ccomp/advcl/ccomp/mark})"
226,"extract x:str from ""input.txt"" if (/root: { x =/root/conj/xcomp/amod})"
227,"extract x:str from ""input.txt"" if (/root: { x =//root/nmod/advcl})"
228,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""propn""]/appos[@pos=""propn""]/det[@pos=""propn""]})"
229,"extract x:str from ""input.txt"" if (/root: { x =/root/npadvmod/*/pobj/acl})"
230,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""propn""]/appos[@pos=""propn""]/*})"
231,"extract x:str from ""input.txt"" if (/root: { x =/*/xcomp[@pos=""verb""]/prep[@pos=""adp""]/prep[@pos=""adp""]/pobj[@pos=""noun""]})"
232,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/conj[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/prep[@pos=""adp"",@text=""to""]})"
233,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/prep[@pos=""adp""]/prep[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]})"
234,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/prep[@pos=""adp""]/*/prep[@pos=""adp"",@text=""of""]})"
235,"extract x:str from ""input.txt"" if (/root: { x =/root/appos/nsubj/*})"
236,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/advcl[@pos=""verb""]/prep[@pos=""adp""]/*/compound[@pos=""propn"",@text=""film""]})"
237,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/det[@pos=""det"",@text=""the""]})"
238,"extract x:str from ""input.txt"" if (/root: { x =/*/amod/agent})"
239,"extract x:str from ""input.txt"" if (/root: { x =/root/advcl/conj/conj/*})"
240,"extract x:str from ""input.txt"" if (/root: { x =/root/advcl/*})"
241,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/advmod[@pos=""adv"",@text=""easily""]})"
242,"extract x:str from ""input.txt"" if (/root: { x =/*/advmod[@pos=""x""]})"
243,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/dobj[@pos=""noun""]/prep[@pos=""adp""]/*/parataxis[@pos=""noun"",@text=""km""]})"
244,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""propn""]/*/neg[@pos=""adv""]})"
245,"extract x:str from ""input.txt"" if (/root: { x =/root/*/agent})"
246,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/*/pobj[@pos=""noun"",@text=""systems""]})"
247,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/prep[@pos=""adp""]/pobj[@pos=""noun""]/parataxis[@pos=""noun"",@text=""km""]})"
248,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/acl[@pos=""verb"",@text=""released""]})"
249,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/acomp[@pos=""adj""]/*})"
250,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""propn""]/*/advcl[@pos=""verb""]/mark[@pos=""adp""]})"
251,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/dobj[@pos=""noun""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/prep[@pos=""adp"",@text=""per""]})"
252,"extract x:str from ""input.txt"" if (/root: { x =/*/ccomp/advcl/ccomp/mark})"
253,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/*/advcl[@pos=""verb""]})"
254,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/conj[@pos=""verb""]/attr[@pos=""noun"",@text=""member""]})"
255,"extract x:str from ""input.txt"" if (/root: { x =/*/quantmod})"
256,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/nsubj[@pos=""noun""]/acl[@pos=""verb""]})"
257,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/pobj[@pos=""noun""]/prep[@pos=""adp"",@text=""of""]})"
258,"extract x:str from ""input.txt"" if (/root: { x =/root/*/conj})"
259,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/ccomp[@pos=""verb""]/nsubj[@pos=""pron"",@text=""he""]})"
260,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/amod[@pos=""x""]})"
261,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/nsubjpass[@pos=""propn""]/*})"
262,"extract x:str from ""input.txt"" if (/root: { x =/*/dobj[@pos=""noun""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/prep[@pos=""adp"",@text=""per""]})"
263,"extract x:str from ""input.txt"" if (/root: { x =/root/*/relcl/attr/relcl})"
264,"extract x:str from ""input.txt"" if (/root: { x =/*/appos[@pos=""verb""]/dobj[@pos=""propn""]})"
265,"extract x:str from ""input.txt"" if (/root: { x =/*/prep[@pos=""adp""]/pobj[@pos=""noun""]/det[@pos=""det"",@text=""the""]})"
266,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/advcl[@pos=""verb""]/*/pobj[@pos=""propn""]/compound[@pos=""propn"",@text=""film""]})"
267,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/prep[@pos=""adp""]/pobj[@pos=""propn""]/prep[@pos=""adp"",@text=""of""]})"
268,"extract x:str from ""input.txt"" if (/root: { x =/root/dep/*/amod})"
269,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/ccomp[@pos=""verb""]/dobj[@pos=""noun""]/compound[@pos=""noun""]/amod[@pos=""noun""]})"
270,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/prep[@pos=""adp""]/pobj[@pos=""det""]})"
271,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/advcl[@pos=""verb""]/advmod[@pos=""adp""]})"
272,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/xcomp[@pos=""verb""]/*})"
273,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/xcomp[@pos=""verb""]/advmod[@pos=""adp""]})"
274,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/dobj[@pos=""noun""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/prep[@pos=""adp"",@text=""per""]})"
275,"extract x:str from ""input.txt"" if (/root: { x =/*/pobj[@pos=""propn""]})"
276,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""propn""]/amod[@pos=""verb""]/*})"
277,"extract x:str from ""input.txt"" if (/root: { x =/root/npadvmod/prep/pobj/acl})"
278,"extract x:str from ""input.txt"" if (/root: { x =/root/*/dobj/amod})"
279,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/nsubjpass[@pos=""propn""]/nummod[@pos=""num""]})"
280,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/nsubjpass[@pos=""noun""]/prep[@pos=""part""]})"
281,"extract x:str from ""input.txt"" if (/root: { x =/root/amod/*})"
282,"extract x:str from ""input.txt"" if (/root: { x =/*/xcomp[@pos=""verb""]/advcl[@pos=""verb""]/advmod[@pos=""adp""]})"
283,"extract x:str from ""input.txt"" if (/root: { x =/*/dep/dobj/amod})"
284,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/ccomp[@pos=""verb""]/nsubj[@pos=""pron"",@text=""he""]})"
285,"extract x:str from ""input.txt"" if (/root: { x =/*/amod[@pos=""x""]})"
286,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/prep[@pos=""adp""]/*})"
287,"extract x:str from ""input.txt"" if (/root: { x =/*/conj[@pos=""verb""]/attr[@pos=""noun"",@text=""member""]})"
288,"extract x:str from ""input.txt"" if (/root: { x =/root/amod/agent})"
289,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""propn""]/conj[@pos=""verb""]/advcl[@pos=""verb""]/*})"
290,"extract x:str from ""input.txt"" if (/root: { x =/root/*/nsubj/nmod})"
291,"extract x:str from ""input.txt"" if (/root: { x =//root/dobj/relcl/attr/relcl})"
292,"extract x:str from ""input.txt"" if (/root: { x =/root/*/conj/conj/aux})"
293,"extract x:str from ""input.txt"" if (/root: { x =/*/conj/xcomp/amod})"
294,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/prep[@pos=""adp""]/pobj[@pos=""propn""]/compound[@pos=""propn"",@text=""film""]})"
295,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/nsubjpass[@pos=""propn""]/nummod[@pos=""num""]})"
296,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/*/pobj[@pos=""noun""]/det[@pos=""det"",@text=""the""]})"
297,"extract x:str from ""input.txt"" if (/root: { x =/*/oprd/prep/pcomp/advmod})"
298,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/conj[@pos=""x""]})"
299,"extract x:str from ""input.txt"" if (/root: { x =/root/conj/amod/compound})"
300,"extract x:str from ""input.txt"" if (/root: { x =/root/conj/*/compound})"
301,"extract x:str from ""input.txt"" if (/root: { x =//root[@pos=""verb""]/prep[@pos=""adp""]/pobj[@pos=""noun""]/amod[@pos=""adj"",@text=""rural""]})"
302,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/prep[@pos=""adp""]/*/det[@pos=""det"",@text=""the""]})"
303,"extract x:str from ""input.txt"" if (/root: { x =//root/agent/cc})"
304,"extract x:str from ""input.txt"" if (/root: { x =/root/ccomp/*/ccomp/mark})"
305,"extract x:str from ""input.txt"" if (/root: { x =/*/nsubj[@pos=""propn""]/prep[@pos=""adp""]/pobj[@pos=""det""]})"
306,"extract x:str from ""input.txt"" if (/root: { x =/*/nmod/advcl})"
307,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""noun""]/prep[@pos=""adp""]/*/acl[@pos=""verb"",@text=""released""]})"
308,"extract x:str from ""input.txt"" if (/root: { x =/*/appos/intj/compound})"
309,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/conj[@pos=""verb""]/xcomp[@pos=""verb""]/prep[@pos=""part""]/pobj[@pos=""noun""]})"
310,"extract x:str from ""input.txt"" if (/root: { x =/root[@pos=""verb""]/conj[@pos=""verb""]/nsubj[@pos=""noun""]/acl[@pos=""verb""]/conj[@pos=""verb""]})"
311,"extract x1:str from ""input.txt"" if (/root: {x1=root/appos/nummod})"
312,"extract x1:str from ""input.txt"" if (/root: {x1=root/appos/punct})"
313,"extract x1:str from ""input.txt"" if (/root: {x1=root/pobj/compound})"
314,"extract x1:str from ""input.txt"" if (/root: {x1=root/pobj/det})"
315,"extract x1:str from ""input.txt"" if (/root: {x1=root/prep/pobj})"
316,"extract x1:str from ""input.txt"" if (/root: {x1=root/appos,x2=x1/punct,x3=x1/nummod})"
317,"extract x1:str from ""input.txt"" if (/root: {x1=root/pobj,x2=x1/det,x3=x1/compound})"
318,"extract x1:str from ""input.txt"" if (/root: {x1=root/prep/pobj/compound})"
319,"extract x1:str from ""input.txt"" if (/root: {x1=root/prep/pobj/det})"
320,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl/prep/pobj})"
321,"extract x1:str from ""input.txt"" if (/root: {x1=root/prep/pobj,x2=x1/det,x3=x1/compound})"
322,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl/prep/pobj/compound})"
323,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl/prep/pobj/det})"
324,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl,x2=x1/nsubj,x3=x1/prep/pobj})"
325,"extract x1:str from ""input.txt"" if (/root: {x1=root/attr/relcl/prep/pobj})"
326,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl/prep/pobj,x2=x1/det,x3=x1/compound})"
327,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl,x2=x1/nsubj,x3=x1/prep/pobj/compound})"
328,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl,x2=x1/nsubj,x3=x1/prep/pobj/det})"
329,"extract x1:str from ""input.txt"" if (/root: {x1=root/attr/relcl/prep/pobj/det})"
330,"extract x1:str from ""input.txt"" if (/root: {x1=root/attr/relcl,x2=x1/nsubj,x3=x1/prep/pobj})"
331,"extract x1:str from ""input.txt"" if (/root: {x1=root/relcl,x2=x1/nsubj,x3=x1/prep/pobj,x4=x3/det,x5=x3/compound})"
332,"extract x1:str from ""input.txt"" if (/root: {x1=root/attr/relcl,x2=x1/nsubj,x3=x1/prep/pobj/det})"
333,"extract x1:str from ""input.txt"" if (/root: {x1=root/attr,x2=x1/det,x3=x1/relcl/prep/pobj/det})"
334,"extract x1:str from ""input.txt"" if (/root: {x1=root/attr,x2=x1/det,x3=x1/relcl,x4=x3/nsubj,x5=x3/prep/pobj})"
335,"extract x1:str from ""input.txt"" if (/root: {x1=root/nsubj,x2=x1/npadvmod/nummod/nmod,x3=x1/det,x4=x1/punct})"
336,"extract x1:str from ""input.txt"" if (/root: {x1=root/attr,x2=x1/det,x3=x1/relcl,x4=x3/nsubj,x5=x3/prep/pobj/det})"
337,"extract x1:str from ""input.txt"" if (/root: {x1=root/nsubj,x2=x1/npadvmod,x3=x2/nmod,x4=x2/nummod/nmod,x5=x1/det,x6=x1/punct})"
338,"extract x1:str from ""input.txt"" if (/root: {x1=root/nsubj,x2=x1/npadvmod,x3=x2/nmod,x4=x2/nummod/nmod,x5=x2/nummod,x6=x1/det})"
339,"extract x1:str from ""input.txt"" if (/root: {x1=root/nsubj,x2=x1/det,x3=x1/npadvmod/nummod/nmod,x4=x1/det,x5=x1/punct})"
340,"extract x1:str from ""input.txt"" if (/root: {x1=root/nsubj,x2=x1/det,x3=x1/npadvmod,x4=x3/nmod,x5=x3/nummod,x6=x1/det,x7=x1/punct})"
341,"extract x1:str from ""input.txt"" if (/root: {x1=root/nsubj,x2=x1/det,x3=x1/npadvmod,x4=x3/nmod,x5=x3/nummod/nmod,x6=x1/det,x7=x1/punct})"
342,"extract x1:str from ""input.txt"" if (/root: {x1=root/nsubj,x2=x1/det,x3=x1/npadvmod,x4=x3/nmod,x5=x3/nummod/nmod,x6=x3/nummod,x7=x1/det})"
343,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/nsubj,x3=x1/attr,x4=x3/det,x5=x3/relcl,x6=x5/nsubj,x7=x5/prep/pobj,x8=x1/punct})"
344,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/prep/pobj/relcl,x3=x2/nsubj,x4=x2/prep/pobj/det,x5=x1/punct})"
345,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/nsubj,x3=x1/prep/pobj/relcl/prep/pobj/det,x4=x1/punct})"
346,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/nsubj,x3=x1/prep/pobj/relcl,x4=x3/nsubj,x5=x3/prep/pobj/det,x6=x1/punct})"
347,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/prep/pobj,x3=x2/det,x4=x2/compound,x5=x1/cc,x6=x1/conj/prep/pobj,x7=x1/punct})"
348,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/nsubj,x3=x1/prep/pobj/compound,x4=x1/cc,x5=x1/conj/prep/pobj,x6=x1/punct})"
349,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/nsubj,x3=x1/prep/pobj/det,x4=x1/cc,x5=x1/conj/prep/pobj,x6=x1/punct})"
350,"extract x1:str from ""input.txt"" if (/root: {x1=root,x2=x1/nsubj,x3=x1/prep/pobj,x4=x3/det,x5=x3/compound,x6=x1/conj/prep/pobj,x7=x1/punct})"
